丰台区京港澳高速杜家坎铁道桥下,116.2009317237496,39.84171765111702,北京市丰台区京港澳高速杜家坎铁道桥下,中度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,丰台区,2
丰台区临泓路临泓路西口,116.38024986341172,39.843741682939985,北京市丰台区临泓路西口,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,丰台区,1
丰台区京开主路京开主路铁道桥下,116.3404881622913,39.85092144326139,北京市丰台区京开主路铁道桥下,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,丰台区,1
丰台区槐房西路往新宫方向,116.35849165021767,39.81576862144104,北京市丰台区槐房西路往新宫方向,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,丰台区,1
丰台区丰园路丰园路南边五环桥洞,116.30166462142903,39.7806473648753,北京市丰台区丰园路南边五环桥洞,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,丰台区,1
丰台区马东路永辉超市门口,116.38051016295037,39.839831749819204,北京市丰台区马家堡东路永辉超市门口,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,丰台区,1
房山区燕山大队管界：东万路磁家务宿舍拱桥下,115.98935340974374,39.79127976114147,北京市房山区东万路磁家务宿舍拱桥下,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,房山区,1
房山区万宁大队管界：老房琉路石楼铁路桥下,115.97830028779516,39.66641861600721,北京市房山区老房琉路石楼铁路桥下,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,房山区,1
房山区良乡大队管界：良乡东路良乡东关铁道桥下,116.14440650440136,39.729743662817874,北京市房山区良乡东路良乡东关铁道桥下,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,房山区,1
通州区京津公路科印铁道桥,116.63595905408611,39.89630051544753,北京市通州区京津公路科印铁道桥,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,通州区,1
通州区新华南街潞河中学铁道桥,116.65032552257382,39.89605892166299,北京市通州区新华南街潞河中学铁道桥,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,通州区,1
通州区宋梁路丁各庄桥下,116.72894536568772,39.92647769037908,北京市通州区宋梁路丁各庄桥下,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,通州区,1
通州区玉桥西路玉桥西路铁道桥,116.66433044035755,39.895598486717816,北京市通州区玉桥西路铁道桥,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,通州区,1
通州区玉桥中路玉桥中路铁道桥,116.67123667178079,39.89614118600044,北京市通州区玉桥中路玉桥中路铁道桥,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,通州区,1
通州区四支路马驹桥北口桥下,116.5764387883542,39.7552536082001,北京市通州区四支路马驹桥北口桥下,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,通州区,1
昌平区黄平路铁道桥下,116.35038911583285,40.068974397992534,北京市昌平区黄平路铁道桥下,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,昌平区,1
昌平区中东路K1+350桥下,116.39266913511351,40.05633466449989,北京市昌平区中东路K1+350桥下,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,昌平区,1
昌平区永安公园北路公园北门,116.21776794269442,40.213204986406716,北京市昌平区永安公园北路公园北门,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,昌平区,1
门头沟区军温路军庄路口铁路桥下,116.08920599620787,39.99551847832653,北京市门头沟区军温路军庄路口铁路桥下,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,门头沟区,1
门头沟区城子大街城子大街立交桥下,116.09302467346046,39.955605909923364,北京市门头沟区城子大街立交桥下,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,门头沟区,1
门头沟区石担路城子铁路桥下,116.08680930333786,39.965588127576545,北京市门头沟区石担路城子铁路桥下,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,门头沟区,1
门头沟区双峪路双峪环岛东侧,116.10493930183206,39.9346601998081,北京市门头沟区双峪路双峪环岛东侧,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,门头沟区,1
大兴区阜顺路阜顺南路北京大学出版社东门,116.41480089556293,39.70462620551038,北京市大兴区阜顺南路北京大学出版社东门,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,大兴区,1
大兴区海鑫路海鑫路与盛顺璐交叉口,116.39804859505145,39.708451139177505,北京市大兴区海鑫路与盛顺路交叉口,中度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,大兴区,2
大兴区盛顺街金色漫香郡小区东门,116.39671469781125,39.71409330920061,北京市大兴区盛顺街金色漫香郡小区东门,中度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,大兴区,2
大兴区南中轴路魏善庄铁路桥,116.40884567608796,39.66148790811638,北京市大兴区南中轴路魏善庄铁路桥,中度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,大兴区,2
大兴区庞安路驴房东京山铁路桥,116.47635865376773,39.62045211825359,北京市大兴区庞安路驴房东京山铁路桥,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,大兴区,1
大兴区青礼路安定京山铁路桥,116.48532656530973,39.61481943213839,北京市大兴区青礼路安定京山铁路桥,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,大兴区,1
大兴区魏永路京山铁路桥,116.35742487943654,39.66993910601392,北京市大兴区魏永路京山铁路桥,中度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,大兴区,2
大兴区德贤西辅路润枫锦尚小区往南桥下,116.42425150874897,39.78739566876807,北京市大兴区德贤西辅路润枫锦尚小区往南桥下,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,大兴区,1
大兴区小红门路宣颐家园往北至珊瑚桥路段,116.44749726127495,39.82075886466189,北京市大兴区小红门路宣颐家园往北至珊瑚桥路段,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,大兴区,1
大兴区清源路清源路地下桥,116.32641942652732,39.74148586084932,北京市大兴区清源路地下桥,中度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,大兴区,2
顺义区白马路马坡桥下,116.63471430956992,40.16996653836707,北京市顺义区白马路马坡桥下,重度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,顺义区,3
怀柔区庙城路庙城村西公铁立交桥,116.61795789005224,40.29191243063636,北京市怀柔区庙城路庙城村西公铁立交桥,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,怀柔区,1
怀柔区庙城路怀柔肉联厂北公铁桥,116.62167001780492,40.26285757666636,北京市怀柔区庙城路怀柔肉联厂北公铁桥,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,怀柔区,1
怀柔区北房路安各庄村南公铁立交桥,116.69013443832671,40.32791252995159,北京市怀柔区北房路安各庄村南公铁立交桥,重度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,怀柔区,3
怀柔区迎宾路南华公铁立交桥,116.63443721436141,40.30488077721324,北京市怀柔区迎宾路南华公铁立交桥,重度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,怀柔区,3
延庆区湖南东路五中路口,115.98690699906146,40.4527729056615,北京市延庆区湖南东路五中路口,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,延庆区,1
复兴门桥,116.350424855299,39.90572576467037,北京市西城区复兴门桥,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,西城区,1
广安门桥,116.34195227264838,39.88852587101096,北京市西城区广安门桥,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,西城区,1
永定门桥,116.39237395810446,39.870283029902254,北京市东城区永定门桥,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,东城区,1
东直门桥,116.42768113554128,39.939980501049604,北京市东城区东直门桥,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,东城区,1
西直门桥,116.3495003785209,39.93935786077838,北京市西城区西直门桥,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,西城区,1
德胜门桥,116.37270978975052,39.94739694443393,北京市西城区德胜门桥,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,西城区,1
西直门北桥桥北,116.34880266008662,39.94006697221618,北京市西城区西直门北桥桥北,中度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,西城区,2
西安门大街115号前,116.3706345585114,39.92116605999222,北京市西城区西安门大街115号前,中度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,西城区,2
北长街80号门前,116.38511178762832,39.91396336052739,北京市西城区北长街80号门前,轻度积水,2016-06-12 23:48:13,2016-06-13 12:09:43,西城区,1
广渠门桥,116.43694536064712,39.89229413150518,北京市东城区广渠门桥,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,东城区,1
东便门桥,116.4302621851139,39.89940891166729,北京市东城区东便门桥,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,东城区,1
朝阳门桥,116.4278977207726,39.92275849612801,北京市东城区朝阳门桥,轻度积水,2016-06-12 23:48:13,2016-06-12 23:48:13,东城区,1
