新发地市场,116.33248,39.811624
回龙观市场,116.371909,40.088399
通达蔬菜批发市场,116.364397,39.942409
锦绣水蔬菜批发市场,116.521782,40.126396
石门市场,116.626193,40.129349
东桥市场,116.272576,39.922119
八里桥市场,116.640241,39.912651
